"YYYYMM","Linkage","Domestic"
210223,32.523849,
210224,32.458600,
210225,32.313213,
210226,32.112250,
210227,31.920870,
210228,31.906740,
210301,31.668490,
210302,31.559800,
210303,31.396210,
210304,31.354590,
210305,31.250310,
210306,31.038650,
210307,30.971490,
210308,30.898850,
210309,30.809320,
210310,30.667210,
210311,30.566783,
210312,30.490800,
210313,30.439680,
210314,30.379540,
210315,30.293630,
210316,30.207190,
210317,30.143080,
210318,30.102030,
210319,29.866950,
210320,29.715600,
210321,29.629480,
210322,29.544594,
210323,29.497610,
210324,29.501590,
210325,29.433550,
210326,29.369560,
210327,29.332120,
210328,29.273510,
210329,29.080980,
210330,28.940660,
210331,28.881230,
210401,28.657820,
210402,28.486360,
210403,28.281280,
210404,28.217850,
210405,28.177830,
210406,28.039220,
210407,27.800230,
210408,27.472466,
210409,27.092900,
210410,26.683020,
210411,26.469440,
210412,26.257670,
210413,26.040806,
210414,25.825808,
210415,25.636900,
210416,25.489080,
210417,25.287280,
210418,25.243580,
210419,25.171860,
210420,25.020210,
210421,24.866370,
210422,24.564650,
210423,24.661480,
210424,24.635803,
210425,24.569920,
210426,24.366260,
210427,24.271840,
210428,24.219520,
210429,23.921160,
210430,23.867280,
210501,23.611930,
210502,23.550290,
210503,23.443790,
210504,23.286380,
210505,23.179880,
210506,23.357550,
210507,23.433610,
210508,23.424090,
210509,23.510270,
210510,23.581070,
210511,23.690930,
210512,23.826880,
210513,24.056830,
210514,24.203890,
210515,24.408980,
210516,24.709350,
210517,25.038620,
210518,25.314720,
210519,25.719490,
210520,26.066650,
210521,26.454480,
210522,26.713700,
210523,27.097170,
210524,27.381300,
210525,27.492680,
210526,27.881160,
210527,28.145960,
210528,28.377810,
210529,28.507410,
210530,28.661600,
210531,28.809920,
210601,29.021980,
210602,29.293160,
210603,29.382450,
210604,29.510820,
210605,29.700530,
210606,29.841130,
210607,29.892070,
210608,29.983090,
210609,30.116980,
210610,30.364740,
210611,30.527670,
210612,30.739960,
210613,30.889040,
210614,30.917920,
210615,30.997680,
210616,31.068980,
210617,31.044630,
210618,30.997350,
210619,30.983260,
210620,30.969070,
210621,30.890250,
210622,30.689850,
210623,30.534040,
210624,30.323780,
210625,30.073850,
210626,29.803665,
210627,29.548860,
210628,29.327730,
210629,28.944840,
210630,28.723620,
210701,28.429147,
210702,28.159040,
210703,28.001530,
210704,27.771780,
210705,27.468560,
210706,27.086030,
210707,26.595360,
210708,26.174990,
210709,25.782720,
210710,25.460940,
210711,25.278640,
210712,25.000840,
210713,24.826280,
210714,24.790910,
210715,24.641600,
210716,24.397440,
210717,24.052400,
210718,24.013530,
210719,24.062200,
210720,24.277350,
210721,24.293030,
210722,24.210020,
210723,24.201760,
210724,24.136820,
210725,24.064420,
210726,23.826510,
210727,23.727450,
210728,23.784070,
210729,23.925340,
210730,24.021670,
210731,24.008010,
210801,23.972530,
210802,23.831640,
210803,23.683460,
210804,23.352660,
210805,23.054250,
210806,22.753410,
210807,22.410190,
210808,21.923390,
210809,21.385550,
210810,20.898070,
210811,20.430510,
210812,19.833140,
210813,19.361617,
210814,18.910473,
210815,18.519188,
210816,17.962793,
210817,17.349960,
210818,16.882020,
210819,16.445398,
210820,16.089855,
210821,15.639570,
210822,15.319997,
210823,15.007580,
210824,14.699656,
210825,14.317487,
210826,13.965179,
210827,13.651280,
210828,13.377220,
210829,13.168960,
210830,12.969640,
210831,12.757120,
210901,12.545690,
210902,12.359490,
210903,12.221290,
210904,11.780550,
210905,11.739700,
210906,11.578410,
210907,11.336630,
210908,11.236380,
210909,11.135410,
210910,11.089080,
210911,11.148210,
210912,11.264980,
210913,11.280870,
210914,11.217900,
210915,11.166850,
210916,10.962750,
210917,10.727900,
210918,10.342110,
210919,10.002920,
210920,9.586470,
210921,9.296390,
210922,9,
210923,8.851748,
210924,8.654530,
210925,8.523220,
210926,8.409120,
210927,8.317760,
210928,8.230950,
210929,8.167740,
210930,8.082700,
211001,7.962690,
211002,7.928110,
211003,7.809170,
211004,7.717510,
211005,7.612550,
211006,7.367040,
211007,7.311360,
211008,7.236410,
211009,7.284170,
211010,7.299330,
211011,7.316610,
211012,7.338500,
211013,7.419960,
211014,7.378900,
211015,7.509420,
211016,7.353870,
211017,7.306230,
211018,7.429070,
211019,7.503450,
211020,7.608390,
211021,7.686980,
211022,7.847686,
211023,8.057130,
211024,8.448090,
211025,8.649560,
211026,9.027980,
211027,9.424940,
211028,9.804910,
211029,10.089700,
211030,10.519600,
211031,10.759576,
211101,10.964020,
211102,11.205790,
211103,11.418200,
211104,11.897430,
211105,12.408830,
211106,12.802880,
211107,13.088460,
211108,13.277520,
211109,13.385830,
211110,13.541940,
211111,13.713460,
211112,13.950430,
211113,14.331680,
211114,14.675450,
211115,14.822060,
211116,14.979850,
211117,15.088330,
211118,15.323400,
211119,15.509060,
211120,15.926050,
211121,16.113440,
211122,16.221340,
211123,16.464200,
211124,16.631550,
211125,16.744870,
211126,16.851420,
211127,16.890520,
211128,17.097650,
211129,17.285110,
211130,17.530690,
211201,17.629200,
211202,17.826750,
211203,18.059100,
211204,18.237220,
211205,18.537370,
211206,18.719220,
211207,18.841650,
211208,19.056870,
211209,19.219030,
211210,19.377670,
211211,19.337830,
211212,19.520200,
211213,19.545150,
211214,,
211215,,21.004370
211216,,21.229250
211217,,21.313450
211218,,21.493990
211219,,21.705810
211220,,21.712527
211221,,21.697627
211222,,21.801150
211223,,21.808920
211224,,21.868430
211225,,21.945910
211226,,22.040170
211227,,22.091630
211228,,22.247030
211229,,22.399350
211230,,22.326820
211231,,22.339450
220101,,22.419887
220102,,22.663510
220103,,22.647170
220104,,22.657720
220105,,22.709670
220106,,22.735763
220107,,22.838490
220108,,22.972560
220109,,23.153227
220110,,23.307107
220111,,23.308453
220112,,23.278697
220113,,23.247530
220114,,23.320580
220115,,23.495490
220116,,23.633520
220117,,23.607710
220118,,23.632130
220119,,23.701719
220120,,23.785034
220121,,23.970790
220122,,24.081740
220123,,24.212440
220124,,24.170170
220125,,24.074340
220126,,24.157750
220127,,24.303850
220128,,24.372218
220129,,24.426227
220130,,24.461698
220131,,24.474450
220201,,24.421830
220202,,24.335519
220203,,24.380160
220204,,24.363319
220205,,24.232450
220206,,24.260931
220207,,24.268371
220208,,24.262251
220209,,24.240810
220210,,24.247230
220211,,24.378470
220212,,24.342810
220213,,24.459340
220214,,24.506289
220215,,24.590251
220216,,24.625920
220217,,24.544160
220218,,24.579710
220219,,24.529150
220220,,24.683880
220221,,24.607980
220222,,24.571429
220223,,24.669021
220224,,24.730420
220225,,24.714560
220226,,24.731610
220227,,24.846789
220228,,24.867340
220301,,24.851663
220302,,24.917459
220303,,25.007669
220304,,25.038191
220305,,24.991780
220306,,25.015950
220307,,25.061816
220308,,25.137470
220309,,25.276730
220310,,25.005439
220311,,25.092379
220312,,25.030540
220313,,25.140791
220314,,25.047629
220315,,24.858540
220316,,24.846310
220317,,24.710810
220318,,24.810190
220319,,24.425160
220320,,24.242140
220321,,24.015370
220322,,23.810670
220323,,23.748689
220324,,23.717499
220325,,23.726707
220326,,23.731749
220327,,23.918829
220328,,24.015970
220329,,24.139740
220330,,24.170200
220331,,24.181981
220401,,24.039940
220402,,23.877400
220403,,23.724440
220404,,23.458040
220405,,23.295590
220406,,22.983820
220407,,22.725710
220408,,22.499777
220409,,22.363450
220410,,22.243720
220411,,22.067667
220412,,21.894880
220413,,21.699920
220414,,21.566630
220415,,21.515810
220416,,21.457150
220417,,21.374641
220418,,21.167460
220419,,20.886630
220420,,20.653590
220421,,20.549510
220422,,20.493790
220423,,20.564020
220424,,20.499160
220425,,20.300057
220426,,20.383792
220427,,20.568009
220428,,20.752225
220429,,20.835960
220430,,20.762501
220501,,20.845920
220502,,20.725130
220503,,20.558240
220504,,20.366920
220505,,20.342217
220506,,20.299680
220507,,20.172400
220508,,20.203280
220509,,20.079370
220510,,19.837120
220511,,19.755860
220512,,19.835320
220513,,19.818510
220514,,19.793200
220515,,19.734880
220516,,19.772740
220517,,19.652340
220518,,19.778080
220519,,19.559570
220520,,19.605507
220521,,19.723330
220522,,20.087038
220523,,20.475440
220524,,20.728480
220525,,20.759880
220526,,20.861040
220527,,21.029910
220528,,21.129080
220529,,21.432019
220530,,21.640020
220531,,21.841020
220601,,21.854150
220602,,22.041690
220603,,22.132870
220604,,22.108040
220605,,22.218520
220606,,22.081850
220607,,22.098730
220608,,22.072300
220609,,22.238930
220610,,22.273630
220611,,22.452340
220612,,22.606400
220613,,22.566690
220614,,22.478770
220615,,22.525860
220616,,22.640140
220617,,22.685880
220618,,22.794757
220619,,23.050980
220620,,23.534720
220621,,23.788580
220622,,23.846070
220623,,23.801390
220624,,23.843710
220625,,23.979820
220626,,24.214600
220627,,24.242920
220628,,24.193520
220629,,24.288390
220630,,24.544510
220701,,24.817700
220702,,25.074560
220703,,25.289100
220704,,25.348240
220705,,25.380000
220706,,25.346110
220707,,25.276350
220708,,25.416140
220709,,25.389980
220710,,25.529920
220711,,25.697800
220712,,25.731760
220713,,25.841380
220714,,26.069710
220715,,26.090330
220716,,26.103230
220717,,26.125640
220718,,26.003090
220719,,26.051480
220720,,26.181700
220721,,26.313670
220722,,26.535260
220723,,26.612210
220724,,26.865880
220725,,27.073860
220726,,27.049140
220727,,27.071640
220728,,27.127460
220729,,27.126810
220730,,27.113250
220731,,27.307830
220801,,27.460990
220802,,27.557980
220803,,27.484890
220804,,27.400390
220805,,27.491520
220806,,27.549300
220807,,27.892410
220808,,28.028840
220809,,28.265350
220810,,28.360470
220811,,28.552520
220812,,28.636980
220813,,28.635430
220814,,28.682380
220815,,28.737450
220816,,28.678880
220817,,28.614200
220818,,28.479120
220819,,28.399430
220820,,28.264180
220821,,28.303042
220822,,28.359710
220823,,28.220820
220824,,28.064570
220825,,27.910930
220826,,27.691310
220827,,27.447340
220828,,27.402060
220829,,27.149240
220830,,26.833970
220831,,26.698750
220901,,26.579850
220902,,26.392350
220903,,26.285810
220904,,26.230670
220905,,26.023460
220906,,25.887990
220907,,25.524850
220908,,25.295760
220909,,24.962460
220910,,24.844210
220911,,24.939800
220912,,24.942270
220913,,24.834920
220914,,24.690290
220915,,24.611270
220916,,24.701600
220917,,24.741310
220918,,24.708330
220919,,24.600270
220920,,24.475350
220921,,24.214250
220922,,24.131260
220923,,24.133370
220924,,24.120470
220925,,24.197150
220926,,24.226190
220927,,24.328470
220928,,24.335000
220929,,24.178160
220930,,24.017100
221001,,23.892000
221002,,24.010070
221003,,24.009910
221004,,23.809730
221005,,23.559170
221006,,23.144710
221007,,22.823810
221008,,22.670730
221009,,22.730940
221010,,22.670960
221011,,22.573190
221012,,22.531420
221013,,22.586550
221014,,22.581220
221015,,22.616890
221016,,22.707620
221017,,22.800390
221018,,22.929460
221019,,22.963170
221020,,23.099130
221021,,23.109540
221022,,23.228340
221023,,23.616780
221024,,24.057500
221025,,24.394600
221026,,24.730080
221027,,24.897560
221028,,25.005240
221029,,25.191930
221030,,25.472130
221031,,25.598810
221101,,25.570030
221102,,25.641910
221103,,25.605520
221104,,25.562110
221105,,25.508560
221106,,25.604690
221107,,25.588630
221108,,25.597750
221109,,25.657010
221110,,25.808990
221111,,25.970890
221112,,26.055200
221113,,26.402730
221114,,26.567880
221115,,26.759430
221116,,26.918310
221117,,26.990970
221118,,27.108560
221119,,27.293190
221120,,27.494420
221121,,27.745290
221122,,27.814730
221123,,27.933590
221124,,28.053650
221125,,28.164570
221126,,28.201510
221127,,28.428690
221128,,28.376410
221129,,28.373930
221130,,28.443880
221201,,28.463540
221202,,28.406050
221203,,28.309040
221204,,28.488480
221205,,28.493750
221206,,28.527270
221207,,28.617570
221208,,28.569910
221209,,28.556680
221210,,28.573590
221211,,28.866140
221212,,29.045100
221213,,29.234470
221214,,29.449050
221215,,29.493680
221216,,29.585790
221217,,29.607650
221218,,29.753170
221219,,29.884570
221220,,29.830850
221221,,29.858280
221222,,29.925950
221223,,29.982950
221224,,29.926570
221225,,30.086940
221226,,30.168810
221227,,30.275480
221228,,30.235250
221229,,30.211090
221230,,30.250260
221231,,30.260620
230101,,30.273730
230102,,30.157030
230103,,30.057170
230104,,30.031100
230105,,30.090820
230106,,30.034600
230107,,30.026990
230108,,30.085690
230109,,30.017410
230110,,29.983220
230111,,29.898640
230112,,29.754860
230113,,29.758070
230114,,29.750990
230115,,29.897560
230116,,30.158320
230117,,30.205960
230118,,30.125108
230119,,30.127520
230120,,30.144250
230121,,30.234530
230122,,30.233740
230123,,30.384060
230124,,30.466540
230125,,30.546710
230126,,30.776360
230127,,30.908930
230128,,30.883070
230129,,31.119800
230130,,31.192930
230131,,31.274950
230201,,31.492030
230202,,31.612260
230203,,31.514450
230204,,31.525240
230205,,31.590680
230206,,31.524360
230207,,31.545690
230208,,31.542400
230209,,31.471010
230210,,31.395480
230211,,31.280210
230212,,31.341240
230213,,31.403800
230214,,31.360010
230215,,31.378090
230216,,31.390950
230217,,31.297940
230218,,31.349080
230219,,31.387860
230220,,31.539790
230221,,31.577140
230222,,31.571330
230223,,31.450490
230224,,31.409090
230225,,31.481980
230226,,31.545870
230227,,31.563410
230228,,31.691870
230301,,31.894050
230302,,31.898880
230303,,31.948750
230304,,31.879980
230305,,31.964250
230306,,31.865370
230307,,31.895070
230308,,31.761280
230309,,31.803560
230310,,31.712840
230311,,31.587100
230312,,31.477740
230313,,31.394590
230314,,31.281810
230315,,31.193190
230316,,31.132880
230317,,31.219330
230318,,31.281300
230319,,31.641630
230320,,31.912800
230321,,32.009610
230322,,32.239760
230323,,32.552900
230324,,32.793520
230325,,32.967630
230326,,33.270870
230327,,33.418770
230328,,33.431150
230329,,33.606530
230330,,33.945520
230331,,34.451860
230401,,34.452460
230402,,34.618030
230403,,34.657540
230404,,34.617730
230405,,34.594520
230406,,34.600010
230407,,34.731230
230408,,34.827900
230409,,34.981554
230410,,35.081190
230411,,34.883710
230412,,34.694950
230413,,34.760650
230414,,34.892030
230415,,34.753170
230416,,34.678730
230417,,34.535460
230418,,34.196320
230419,,34.005600
230420,,33.813510
230421,,33.596770
230422,,33.551700
230423,,33.585140
230424,,33.581800
230425,,33.502180
230426,,33.405130
230427,,33.390330
230428,,33.330860
230429,,33.344970
230430,,33.645530
230501,,33.948390
230502,,34.164860
230503,,34.441570
230504,,34.683270
230505,,34.927600
230506,,34.971740
230507,,35.183310
230508,,35.241370
230509,,35.211120
230510,,35.141990
230511,,35.000110
230512,,34.791530
230513,,34.697630
230514,,34.745100
230515,,34.706430
230516,,34.601520
230517,,34.331330
230518,,34.197870
230519,,34.029860
230520,,33.924270
230521,,33.926890
230522,,33.915580
230523,,33.791360
230524,,33.879550
230525,,34.023370
230526,,34.332310
230527,,34.544520
230528,,34.662830
230529,,34.730000
230530,,34.780510
230531,,34.854790
230601,,34.996580
230602,,34.985410
230603,,34.916510
230604,,35.139130
230605,,35.023580
230606,,34.903490
230607,,34.920000
230608,,34.760632
230609,,34.578580
230610,,34.550000
230611,,34.566690
230612,,34.450680
230613,,34.389740
230614,,34.355740
230615,,34.350030
230616,,34.085070
230617,,33.953088
230618,,33.921470
230619,,33.870010
230620,,33.790750
230621,,33.734860
230622,,33.641360
230623,,33.569320
230624,,33.395180
230625,,33.448670
230626,,33.471760
230627,,33.354100
230628,,33.210870
230629,,33.237410
230630,,33.448800
230701,,33.446760
230702,,33.588570
230703,,33.571560
230704,,33.405420
230705,,33.439430
230706,,33.328020
230707,,33.187840
230708,,33.186160
230709,,33.283000
230710,,33.261080
230711,,33.198500
230712,,33.146040
230713,,33.205960
230714,,33.126030
230715,,33.140870
230716,,33.331340
230717,,33.235700
230718,,32.974010
230719,,32.782240
230720,,32.672250
230721,,32.465830
230722,,32.460690
230723,,32.604820
230724,,32.558350
230725,,32.582060
230726,,32.632560
230727,,32.601540
230728,,32.633880
230729,,32.807190
230730,,32.932890
230731,,32.830790
230801,,32.689360
230802,,32.628060
230803,,32.322180
230804,,32.151580
230805,,31.952070
230806,,31.945590
230807,,31.915170
230808,,31.772960
230809,,31.614820
230810,,31.392206
230811,,31.149350
230812,,30.930360
230813,,30.929320
230814,,30.766500
230815,,30.729330
230816,,30.493240
230817,,30.343120
230818,,30.185430
230819,,29.942240
230820,,29.823070
230821,,29.674330
230822,,29.559480
230823,,29.479880
230824,,29.411387
230825,,29.315270
230826,,29.122260
230827,,28.915440
230828,,28.669920
230829,,28.397050
230830,,28.299470
230831,,28.010400
230901,,27.590040
230902,,27.067870
230903,,26.824560
230904,,26.672010
230905,,26.334320
230906,,26.074710
230907,,25.887780
230908,,25.751670
230909,,25.603900
230910,,25.606240
230911,,25.480320
230912,,25.329950
230913,,25.266940
230914,,24.881480
230915,,24.496810
230916,,24.317910
230917,,24.331770
230918,,24.123040
230919,,24.033460
230920,,23.889500
230921,,23.639490
230922,,23.322926
230923,,23.067560
230924,,22.969511
230925,,22.877930
230926,,22.694940
230927,,22.416740
230928,,22.162530
230929,,22.027590
230930,,21.701030
231001,,21.656330
231002,,21.598900
231003,,21.308600
231004,,20.978610
231005,,20.560150
231006,,20.239100
231007,,19.911570
231008,,19.724230
231009,,19.489930
231010,,19.319760
231011,,19.063560
231012,,18.830870
231013,,18.644420
231014,,18.446240
231015,,18.406740
231016,,18.292980
231017,,18.329195
231018,,18.374090
231019,,18.389475
231020,,18.396180
231021,,18.391930
231022,,18.442490
231023,,18.550880
231024,,18.547610
231025,,18.475210
231026,,18.513830
231027,,18.599490
231028,,18.599960
231029,,18.831570
231030,,18.865741
231031,,18.882991
231101,,18.895835
231102,,18.916790
231103,,18.955520
231104,,18.896400
231105,,18.978370
231106,,18.953110
231107,,19.194670
231108,,19.293580
231109,,19.448900
231110,,19.522740
231111,,19.873060
231112,,20.316260
231113,,20.642230
231114,,20.825710
231115,,21.039780
231116,,21.262020
231117,,21.562500
231118,,21.712920
231119,,21.909170
231120,,22.123990
231121,,22.164910
231122,,22.273050
231123,,22.389800
231124,,22.559590
231125,,22.777932
231126,,23.022450
231127,,23.279390
231128,,23.577490
231129,,23.822290
231130,,24.197420
231201,,24.513680
231202,,24.893070
231203,,25.241340
231204,,25.665680
231205,,26.073070
231206,,26.343980
231207,,26.566400
231208,,26.736290
231209,,27.002850
231210,,27.311810
231211,,27.652870
231212,,27.910950
231213,,28.008020
231214,,28.259100
231215,,28.478170
231216,,28.767134
231217,,29.106500
231218,,29.500300
231219,,29.728850
231220,,29.777680
231221,,29.901580
231222,,30.095470
231223,,30.220900
231224,,30.516400
231225,,30.832880
231226,,31.065530
231227,,31.271750
231228,,31.457830
231229,,31.609310
231230,,31.857820
231231,,32.078300
240101,,32.137300
240102,,31.984950
240103,,31.855140
240104,,31.800050
240105,,31.802180
240106,,31.931810
240107,,32.255550
240108,,32.544200
240109,,32.689540
240110,,32.986110
240111,,33.073370
240112,,33.215170
240113,,33.192420
240114,,33.448780
240115,,33.700435
240116,,33.905409
240117,,34.022808
240118,,34.115224
240119,,34.198841
240120,,34.299397
240121,,34.445827
240122,,34.713927
240123,,34.804537
240124,,34.996787
240125,,35.157287
240126,,35.325747
240127,,35.495747
240128,,35.594461
240129,,35.752400
240130,,35.802170
240131,,35.907701
240201,,36.051441
240202,,36.096251
240203,,36.087011
240204,,36.266381
240205,,36.643641
240206,,36.879181
240207,,37.107461
240208,,37.338257
240209,,37.476537
240210,,37.705247
240211,,38.025826
240212,,38.183484
240213,,38.390753
240214,,38.643530
240215,,38.784224
240216,,38.954934
240217,,38.987440
240218,,39.109364
240219,,39.318906
240220,,39.505406
240221,,39.833616
240222,,40.049256
240223,,40.193176
240224,,40.382840
240225,,40.633481
240226,,41.028821
240227,,41.234771
240228,,41.559591
240229,,41.687731
240301,,41.892633
240302,,42.151774
240303,,42.409131
240304,,42.645045
240305,,42.850855
240306,,43.045605
240307,,43.165135
240308,,43.352395
240309,,43.632595
240310,,44.064785
240311,,44.162667
240312,,44.258966
240313,,44.656852
240314,,44.779182
240315,,44.987562
240316,,45.030972
240317,,45.325902
240318,,45.577792
240319,,45.657302
240320,,45.788942
240321,,45.900842
240322,,46.134322
240323,,46.121230
240324,,46.418420
240325,,46.560470
240326,,46.634110
240327,,46.722630
240328,,46.729030
240329,,46.670280
240330,,46.896430
240331,,46.921499
240401,,46.937581
240402,,46.946151
240403,,46.948680
240404,,46.711010
240405,,46.461700
240406,,46.449268
240407,,46.441650
240408,,46.427780
240409,,46.419220
240410,,46.343020
240411,,46.390670
240412,,46.499947
240413,,46.578710
240414,,46.557230
240415,,46.550280
240416,,46.736760
240417,,46.664450
240418,,46.538260
240419,,46.546470
240420,,46.467240
240421,,46.516340
240422,,46.503500
240423,,46.407090
240424,,46.250530
240425,,46.033500
240426,,45.883700
240427,,45.854650
240428,,45.825000
240429,,45.656200
240430,,45.479900
240501,,45.395000
240502,,45.359600
240503,,45.293700
240504,,45.097846
240505,,44.873300
240506,,44.748600
240507,,44.587800
240508,,44.540200
240509,,44.523400
240510,,44.575500
240511,,44.646812
240512,,44.690900
240513,,44.617300
240514,,44.570900
240515,,44.534500
240516,,44.444400
240517,,44.453000
240518,,44.315800
240519,,44.517000
240520,,44.549000
240521,,44.636200
240522,,44.600150
240523,,44.564100
240524,,44.573300
240525,,44.507300
240526,,44.701800
240527,,44.879700
240528,,45.048600
240529,,45.206700
240530,,45.212200
240531,,45.216500
240601,,45.090640
240602,,44.902700
240603,,44.796300
240604,,44.811100
240605,,44.720700
240606,,44.902800
240607,,44.938900
240608,,44.917400
240609,,45.186000
240610,,45.108900
240611,,44.981200
240612,,45.044200
240613,,44.968200
240614,,44.817700
240615,,44.742100
240616,,44.698700
240617,,44.470200
240618,,44.325700
240619,,44.325900
240620,,44.473800
240621,,44.576700
240622,,44.447000
240623,,44.407200
240624,,44.300100
240625,,44.184400
240626,,44.113800
240627,,44.137100
240628,,44.158100
240629,,44.085100
240630,,44.148650
240701,,44.212200
240702,,44.186600
240703,,44.152300
240704,,44.235000
240705,,44.221800
240706,,44.350400
240707,,44.620900
240708,,44.496100
240709,,44.520600
240710,,44.545100
240711,,44.479600
240712,,44.535522
240713,,44.639378
240714,,44.695300
240715,,44.644486
240716,,44.570600
240717,,44.532400
240718,,44.459700
240719,,44.395600
240720,,44.339700
240721,,44.425300
240722,,44.315400
240723,,44.227900
240724,,44.206800
240725,,44.146900
240726,,43.986532
240727,,43.795000
240728,,43.665000
240729,,43.546300
240730,,43.349400
240731,,43.154100
240801,,43.083400
240802,,42.891700
240803,,42.838300
240804,,42.737800
240805,,42.489400
240806,,42.138100
240807,,41.872300
240808,,41.546600
240809,,41.311500
240810,,40.971400
240811,,40.883600
240812,,40.693700
240813,,40.308424
240814,,39.947900
240815,,39.808300
240816,,39.426200
240817,,39.048100
240818,,38.718600
240819,,38.486900
240820,,38.239100
240821,,37.913800
240822,,37.562500
240823,,37.368800
240824,,37.113900
240825,,37.139800
240826,,37.181100
240827,,37.228600
240828,,37.142900
240829,,37.065800
240830,,36.852600
240831,,36.782900
240901,,36.774100
240902,,36.711100
240903,,36.511300
240904,,36.517800
240905,,36.504400
240906,,36.463700
240907,,36.458100
240908,,36.608300
240909,,36.510700
240910,,36.318481
240911,,36.185600
240912,,36.262400
240913,,36.357900
240914,,36.396000
240915,,36.416500
240916,,36.268500
240917,,35.835600
240918,,35.397500
240919,,35.104200
240920,,34.656659
240921,,34.300000
240922,,34.198800
240923,,33.896200
240924,,33.705500
240925,,33.461200
240926,,33.302700
240927,,33.188500
240928,,33.109200
240929,,33.071700
240930,,32.832700
241001,,32.591900
241002,,32.493600
241003,,32.380800
241004,,32.072500
241005,,31.979700
241006,,31.895200
241007,,31.733200
241008,,31.513800
241009,,31.251500
241010,,31.129800
241011,,30.988600
241012,,30.995700
241013,,30.912600
241014,,30.607300
241015,,30.400400
241016,,30.317800
241017,,30.273700
241018,,30.193500
241019,,30.193700
241020,,30.525100
241021,,30.637300
241022,,30.614600
241023,,30.642400
241024,,30.705700
241025,,30.879800
241026,,31.049200
241027,,31.208800
241028,,31.288400
241029,,31.301300
241030,,31.289600
241031,,31.483400
241101,,31.731072
241102,,32.024300
241103,,32.382000
241104,,32.464900
241105,,32.467500
241106,,32.540500
241107,,32.557400
241108,,32.582200
241109,,32.581100
241110,,32.686700
241111,,32.717000
241112,,32.817200
241113,,32.747400
241114,,32.722500
241115,,32.743100
241116,,32.914500
241117,,33.196300
241118,,33.488500
241119,,33.662500
241120,,33.765100
241121,,33.942800
241122,,34.190700
241123,,34.546000
241124,,35.047600
241125,,35.241900
241126,,35.450100
241127,,35.729900
241128,,35.984600
241129,,36.195000
241130,,36.404300
241201,,36.806700
241202,,37.099400
241203,,37.370200
241204,,37.523400
241205,,37.750000
241206,,37.965900
241207,,38.160200
241208,,38.526700
241209,,38.612300
241210,,38.924500
241211,,39.120000
241212,,39.264000
241213,,39.456400
241214,,39.550900
241215,,39.753600
241216,,39.854000
241217,,39.950100
241218,,40.040500
241219,,40.221100
241220,,40.425100
241221,,40.651512
241222,,40.853800
241223,,40.987100
241224,,41.056700
241225,,41.213800
241226,,41.344200
241227,,41.519400
241228,,41.677600
241229,,42.083400
241230,,42.405600
241231,,42.690000
250101,,42.814300
250102,,42.907500
250103,,43.047000
250104,,43.158000
250105,,43.532800
250106,,43.740600
250107,,44.102500
250108,,44.365800
250109,,44.528700
250110,,44.800000
250111,,44.910200
250112,,45.135400
250113,,45.333200
250114,,45.669400
250115,,45.904500
250116,,46.207500
250117,,46.590300
250118,,46.855200
250119,,46.964000
250120,,47.076100
250121,,47.182500
250122,,47.280500
250123,,47.464300
250124,,47.730182
250125,,48.023369
250126,,48.204000
250127,,48.256200
250128,,48.381000
250129,,48.418800
250130,,48.445000
250131,,48.498025
250201,,48.583700
250202,,48.745100
250203,,48.929400
250204,,49.041909
250205,,49.143900
250206,,49.273600
250207,,49.543400
250208,,49.766000
250209,,49.968200
250210,,50.183200
250211,,50.404500
250212,,50.433900
250213,,50.534600
250214,,50.572700
250215,,50.515500
250216,,50.731100
250217,,50.794800
250218,,50.755900
250219,,50.784600
250220,,50.829400
250221,,50.918502
250222,,51.056100
250223,,51.287800
250224,,51.475900
250225,,51.538600
250226,,51.678300
250227,,51.883400
250228,,52.054500
250301,,52.226800
250302,,52.567900
250303,,52.754700
250304,,52.815047
250305,,52.880800
250306,,53.159400
250307,,53.262700
250308,,53.257800
250309,,53.287398
250310,,53.351200
250311,,53.460100
250312,,53.509200
250313,,53.411100
250314,,53.383499
250315,,53.357800
250316,,53.286000
250317,,53.133500
250318,,53.067200
250319,,53.058700
250320,,53.096200
250321,,53.173700
250322,,53.381400
250323,,53.697800
250324,,53.856100
250325,,53.931100
250326,,54.004000
250327,,54.051200
250328,,54.262700
250329,,54.535400
250330,,54.918900
250331,,55.295700
250401,,55.245900
250402,,55.178200
250403,,55.186800
250404,,55.357800
250405,,55.350000
250406,,55.566200
250407,,55.510917
250408,,55.409200
250409,,55.300400
250410,,55.269700
250411,,55.276000
250412,,55.255100
250413,,55.469400
250414,,55.628100
250415,,55.714700
250416,,55.620100
250417,,55.570000
250418,,55.601100
250419,,55.593200
250420,,55.638900
250421,,55.413500
250422,,55.195100
250423,,55.083500
250424,,54.747100
250425,,54.423600
250426,,54.208100
250427,,54.311500
250428,,54.245300
250429,,54.160885
250430,,54.109900
250501,,54.124200
250502,,54.123300
250503,,54.002700
250504,,54.086000
250505,,54.168900
250506,,54.316100
250507,,54.346400
250508,,54.382200
250509,,54.310400
250510,,54.387200
250511,,54.483500
250512,,54.573600
250513,,54.606900
250514,,54.560500
250515,,54.452900
250516,,54.435400
250517,,54.434200
250518,,54.523600
250519,,54.366400
250520,,54.435600
250521,,54.347900
250522,,54.456467
250523,,54.690000
250524,,55.117509
250525,,55.617700
250526,,55.971200
