"yymmdd","Raw","Processed"
151124,"NaN","NaN"
151125,26010.750000,26010.750000
151126,26408,26408
151127,"NaN","NaN"
151128,"NaN","NaN"
151129,26789.800000,26789.800000
151130,26978.600000,26978.600000
151201,26644.800000,26644.800000
151202,26778.800000,26778.800000
151203,26909.800000,26909.800000
151204,"NaN","NaN"
151205,"NaN","NaN"
151206,27401.220000,27401.220000
151207,28235,28235
151208,28246.900000,28246.900000
151209,28286.460000,28286.460000
151210,28611,28611
151211,"NaN","NaN"
151212,"NaN","NaN"
151213,29149,29149
151214,29262,29262
151215,29378,29378
151216,29564.700000,29564.700000
151217,29697.400000,29697.400000
151218,"NaN","NaN"
151219,"NaN","NaN"
151220,29910.930000,29910.930000
151221,29947,29947
151222,30039,30039
151223,"NaN","NaN"
151224,"NaN","NaN"
151225,"NaN","NaN"
151226,"NaN","NaN"
151227,30714.580000,30714.580000
151228,30802.630000,30802.630000
151229,30969.240000,30969.240000
151230,30959.260000,30959.260000
151231,31049.720000,31049.720000
160101,"NaN","NaN"
160102,"NaN","NaN"
160103,30959.810000,30959.810000
160104,31000.100000,31000.100000
160105,31352.700000,31352.700000
160106,31402.320000,31402.320000
160107,31543,31543
160108,"NaN","NaN"
160109,"NaN","NaN"
160110,32061.200000,32061.200000
160111,32174.490000,32174.490000
160112,32248.540000,32248.540000
160113,32448.900000,32448.900000
160114,32798,32798
160115,"NaN","NaN"
160116,"NaN","NaN"
160117,33411,33411
160118,33528.420000,33528.420000
160119,33616,33616
160120,33698.700000,33698.700000
160121,33831.390000,33831.390000
160122,"NaN","NaN"
160123,"NaN","NaN"
160124,34067,34067
160125,"NaN","NaN"
160126,33939.390000,33939.390000
160127,34231,34231
160128,34283.400000,34283.400000
160129,"NaN","NaN"
160130,"NaN","NaN"
160131,34729.670000,34729.670000
160201,34637.200000,34637.200000
160202,34619.560000,34619.560000
160203,34877.400000,34877.400000
160204,34934.090000,34934.090000
160205,"NaN","NaN"
160206,"NaN","NaN"
160207,"NaN","NaN"
160208,35431.530000,35431.530000
160209,35441.200000,35441.200000
160210,"NaN","NaN"
160211,35753,35753
160212,"NaN","NaN"
160213,"NaN","NaN"
160214,35920.440000,35920.440000
160215,"NaN","NaN"
160216,36096.140000,36096.140000
160217,36018,36018
160218,36031.700000,36031.700000
160219,"NaN","NaN"
160220,"NaN","NaN"
160221,36165.350000,36165.350000
160222,36204,36204
160223,36138,36138
160224,36180.700000,36180.700000
160225,36037.300000,36037.300000
160226,"NaN","NaN"
160227,"NaN","NaN"
160228,36218,36218
160229,36157,36157
160301,36246.900000,36246.900000
160302,36327.700000,36327.700000
160303,36285.540000,36285.540000
160304,"NaN","NaN"
160305,"NaN","NaN"
160306,36669.540000,36669.540000
160307,36820.800000,36820.800000
160308,37128,37128
160309,37087.300000,37087.300000
160310,37182.380000,37182.380000
160311,"NaN","NaN"
160312,"NaN","NaN"
160313,37575.800000,37575.800000
160314,37742.900000,37742.900000
160315,37918.300000,37918.300000
160316,37930.070000,37930.070000
160317,38065,38065
160318,"NaN","NaN"
160319,"NaN","NaN"
160320,38117.290000,38117.290000
160321,38168.930000,38168.930000
160322,38207.380000,38207.380000
160323,"NaN","NaN"
160324,"NaN","NaN"
160325,"NaN","NaN"
160326,"NaN","NaN"
160327,38756.300000,38756.300000
160328,38831.060000,38831.060000
160329,39036,39036
160330,38975.400000,38975.400000
160331,38874.730000,38874.730000
160401,"NaN","NaN"
160402,"NaN","NaN"
160403,39088.620000,39088.620000
160404,39142.300000,39142.300000
160405,39099.800000,39099.800000
160406,39021,39021
160407,38985.290000,38985.290000
160408,"NaN","NaN"
160409,"NaN","NaN"
160410,38747,38747
160411,38630.740000,38630.740000
160412,38506,38506
160413,"NaN","NaN"
160414,"NaN","NaN"
160415,"NaN","NaN"
160416,"NaN","NaN"
160417,37876,37876
160418,37770,37770
160419,"NaN","NaN"
160420,37173.530000,37173.530000
160421,37228,37228
160422,"NaN","NaN"
160423,"NaN","NaN"
160424,36773.100000,36773.100000
160425,36785,36785
160426,36337.060000,36337.060000
160427,36174.500000,36174.500000
160428,35917.100000,35917.100000
160429,"NaN","NaN"
160430,"NaN","NaN"
160501,34937.500000,34937.500000
160502,35138.290000,35138.290000
160503,34933.500000,34933.500000
160504,34747.800000,34747.800000
160505,34600.800000,34600.800000
160506,"NaN","NaN"
160507,"NaN","NaN"
160508,34249.100000,34249.100000
160509,34144.900000,34144.900000
160510,34018.900000,34018.900000
160511,34216,34216
160512,33926.680000,33926.680000
160513,"NaN","NaN"
160514,"NaN","NaN"
160515,33549.900000,33549.900000
160516,33525.500000,33525.500000
160517,33169.300000,33169.300000
160518,32979,32979
160519,32759.180000,32759.180000
160520,"NaN","NaN"
160521,"NaN","NaN"
160522,32812.210000,32812.210000
160523,32791.720000,32791.720000
160524,32712.510000,32712.510000
160525,32681.320000,32681.320000
160526,32677.160000,32677.160000
160527,"NaN","NaN"
160528,"NaN","NaN"
160529,32691.200000,32691.200000
160530,32635.270000,32635.270000
160531,32648.680000,32648.680000
160601,32531.260000,32531.260000
160602,32485.290000,32485.290000
160603,"NaN","NaN"
160604,"NaN","NaN"
160605,32286.110000,32286.110000
160606,32145.600000,32145.600000
160607,31888,31888
160608,31643.710000,31643.710000
160609,31633.620000,31633.620000
160610,"NaN","NaN"
160611,"NaN","NaN"
160612,31650.960000,31650.960000
160613,31815.500000,31815.500000
160614,31849.500000,31849.500000
160615,31810.480000,31810.480000
160616,31714.660000,31714.660000
160617,"NaN","NaN"
160618,"NaN","NaN"
160619,31607.700000,31607.700000
160620,31581.500000,31581.500000
160621,31612.840000,31612.840000
160622,31399.740000,31399.740000
160623,31352.510000,31352.510000
160624,"NaN","NaN"
160625,"NaN","NaN"
160626,31200,31200
160627,31126.870000,31126.870000
160628,31075.100000,31075.100000
160629,"NaN","NaN"
160630,30505.110000,30505.110000
160701,"NaN","NaN"
160702,"NaN","NaN"
160703,30832.670000,30832.670000
160704,31438.310000,31438.310000
160705,31431.500000,31431.500000
160706,"NaN","NaN"
160707,31411.330000,31411.330000
160708,"NaN","NaN"
160709,"NaN","NaN"
160710,31575.810000,31575.810000
160711,31498.100000,31498.100000
160712,31435.700000,31435.700000
160713,31169.730000,31169.730000
160714,31231.200000,31231.200000
160715,"NaN","NaN"
160716,"NaN","NaN"
160717,31269.860000,31269.860000
160718,31297,31297
160719,31395.600000,31395.600000
160720,31443,31443
160721,31424.400000,31424.400000
160722,"NaN","NaN"
160723,"NaN","NaN"
160724,31309.100000,31309.100000
160725,"NaN","NaN"
160726,30724,30724
160727,"NaN","NaN"
160728,30788.400000,30788.400000
160729,"NaN","NaN"
160730,"NaN","NaN"
160731,30348,30348
160801,30256,30256
160802,30271,30271
160803,30293,30293
160804,30318,30318
160805,"NaN","NaN"
160806,"NaN","NaN"
160807,"NaN","NaN"
160808,30776,30776
160809,30650,30650
160810,30542,30542
160811,30818.240000,30818.240000
160812,"NaN","NaN"
160813,"NaN","NaN"
160814,"NaN","NaN"
160815,30451.870000,30451.870000
160816,30391,30391
160817,30235.900000,30235.900000
160818,29997.600000,29997.600000
160819,"NaN","NaN"
160820,"NaN","NaN"
160821,29380.820000,29380.820000
160822,29239.540000,29239.540000
160823,29036.100000,29036.100000
160824,"NaN","NaN"
160825,28871.060000,28871.060000
160826,"NaN","NaN"
160827,"NaN","NaN"
160828,28572.700000,28572.700000
160829,28420,28420
160830,28286.700000,28286.700000
160831,28423.750000,28423.750000
160901,28312.070000,28312.070000
160902,"NaN","NaN"
160903,"NaN","NaN"
160904,28177.220000,28177.220000
160905,28056.060000,28056.060000
160906,27942.680000,27942.680000
160907,27816.900000,27816.900000
160908,27568.500000,27568.500000
160909,"NaN","NaN"
160910,"NaN","NaN"
160911,26899.610000,26899.610000
160912,"NaN","NaN"
160913,26483.700000,26483.700000
160914,26002.790000,26002.790000
160915,25806.600000,25806.600000
160916,25568.570000,25568.570000
160917,25387.450000,25387.450000
160918,25259.490000,25259.490000
160919,25118.870000,25118.870000
160920,24796.750000,24796.750000
160921,24560.550000,24560.550000
160922,24444.200000,24444.200000
160923,24272,24272
160924,24101.900000,24101.900000
160925,24024.600000,24024.600000
160926,23743,23743
160927,23482.660000,23482.660000
160928,23223.540000,23223.540000
160929,23305,23305
160930,22782.610000,22782.610000
161001,22736.200000,22736.200000
161002,22611.400000,22611.400000
161003,22262.270000,22262.270000
161004,21905.900000,21905.900000
161005,21771.800000,21771.800000
161006,21643.050000,21643.050000
161007,21430,21430
161008,21326.070000,21326.070000
161009,21334.640000,21334.640000
161010,21065.200000,21065.200000
161011,20935.950000,20935.950000
161012,20714.870000,20714.870000
161013,20754.300000,20754.300000
161014,20427.080000,20427.080000
161015,20371.700000,20371.700000
161016,20316.500000,20316.500000
161017,20105.330000,20105.330000
161018,19995.540000,19995.540000
161019,19822.600000,19822.600000
161020,19718.720000,19718.720000
161021,19356,19356
161022,19502.810000,19502.810000
161023,19445.020000,19445.020000
161024,19340.400000,19340.400000
161025,19257.040000,19257.040000
161026,19061,19061
161027,19059.360000,19059.360000
161028,18958.710000,18958.710000
161029,18842.640000,18842.640000
161030,18915.410000,18915.410000
161031,18971.500000,18971.500000
161101,19118.680000,19118.680000
161102,19127.200000,19127.200000
161103,19126.600000,19126.600000
161104,19175.400000,19175.400000
161105,19110.200000,19110.200000
161106,19056.610000,19056.610000
161107,19136.770000,19136.770000
161108,18977.300000,18977.300000
161109,18908.950000,18908.950000
161110,18807,18807
161111,18702.300000,18702.300000
161112,18747.500000,18747.500000
161113,18641.300000,18641.300000
161114,18656.890000,18656.890000
161115,18666.220000,18666.220000
161116,18753.300000,18753.300000
161117,18890.920000,18890.920000
161118,18756.700000,18756.700000
161119,18932.640000,18932.640000
161120,19038.910000,19038.910000
161121,19125,19125
161122,19158.400000,19158.400000
161123,19137.810000,19137.810000
161124,19291.500000,19291.500000
161125,19430.300000,19430.300000
161126,19539.690000,19539.690000
161127,19617.500000,19617.500000
161128,19606.400000,19606.400000
161129,19531.490000,19531.490000
161130,19684,19684
161201,19535,19535
161202,19771,19771
161203,19929.980000,19929.980000
161204,20005,20005
161205,20095.800000,20095.800000
161206,19766.050000,19766.050000
161207,20127,20127
161208,20319.800000,20319.800000
161209,20200,20200
161210,20217.800000,20217.800000
161211,20236,20236
161212,20076.200000,20076.200000
161213,21167,21167
161214,20939,20939
161215,21030,21030
161216,20391,20391
161217,20451,20451
161218,20413,20413
161219,20648.200000,20648.200000
161220,20713.300000,20713.300000
161221,20619.110000,20619.110000
161222,20851.600000,20851.600000
161223,20592,20592
161224,20614,20614
161225,20712.700000,20712.700000
161226,21012.710000,21012.710000
161227,20801.900000,20801.900000
161228,20968.100000,20968.100000
161229,20985.600000,20985.600000
161230,20999,20999
161231,21183,21183
170101,21008.200000,21008.200000
170102,20901,20901
170103,20848,20848
170104,20707,20707
170105,20751,20751
170106,20852,20852
170107,20772.600000,20772.600000
170108,20889.500000,20889.500000
170109,20888,20888
170110,20909.310000,20909.310000
170111,20744.200000,20744.200000
170112,20870.490000,20870.490000
170113,20953.760000,20953.760000
170114,20974,20974
170115,20915.600000,20915.600000
170116,20703.830000,20703.830000
170117,20858.600000,20858.600000
170118,20897,20897
170119,20875,20875
170120,20910.400000,20910.400000
170121,20847.070000,20847.070000
170122,21022.400000,21022.400000
170123,21164,21164
170124,21202.210000,21202.210000
170125,21321.800000,21321.800000
170126,21467.100000,21467.100000
170127,21545,21545
170128,21724.320000,21724.320000
170129,21998,21998
170130,22205.800000,22205.800000
170131,22213,22213
170201,22266.740000,22266.740000
170202,22577,22577
170203,22903.400000,22903.400000
170204,22909.380000,22909.380000
170205,23156,23156
170206,23393.800000,23393.800000
170207,23443.200000,23443.200000
170208,23472.200000,23472.200000
170209,23503.600000,23503.600000
170210,23768.290000,23768.290000
170211,23824.800000,23824.800000
170212,24136.600000,24136.600000
170213,24277,24277
170214,24512.500000,24512.500000
170215,24836.900000,24836.900000
170216,24646.900000,24646.900000
170217,24955.300000,24955.300000
170218,25026,25026
170219,25051,25051
170220,25212,25212
170221,25424,25424
170222,25545,25545
170223,25641.700000,25641.700000
170224,25917.240000,25917.240000
170225,25934.870000,25934.870000
170226,26040,26040
170227,26110,26110
170228,26153.640000,26153.640000
170301,26132,26132
170302,26241.160000,26241.160000
170303,26225.820000,26225.820000
170304,26395.510000,26395.510000
170305,26478.730000,26478.730000
170306,26414.600000,26414.600000
170307,26622.300000,26622.300000
170308,26647.800000,26647.800000
170309,26721.470000,26721.470000
170310,26897.180000,26897.180000
170311,26972,26972
170312,27088,27088
170313,27109.350000,27109.350000
170314,27430,27430
170315,27427,27427
170316,27365,27365
170317,27337,27337
170318,27455.500000,27455.500000
170319,27555,27555
170320,27662.370000,27662.370000
170321,27797.400000,27797.400000
170322,27699.400000,27699.400000
170323,27619.300000,27619.300000
170324,27567.040000,27567.040000
170325,27664.700000,27664.700000
170326,27609,27609
170327,27702.500000,27702.500000
170328,27664.900000,27664.900000
170329,27574.090000,27574.090000
170330,27564.600000,27564.600000
170331,"NaN","NaN"
170401,27628.090000,27628.090000
170402,27616.490000,27616.490000
170403,27368.490000,27368.490000
170404,27598,27598
170405,27507.460000,27507.460000
170406,27219,27219
170407,27060.230000,27060.230000
170408,27362,27362
170409,26832.880000,26832.880000
170410,27301,27301
170411,26514.650000,26514.650000
170412,26380,26380
170413,26104,26104
170414,"NaN","NaN"
170415,"NaN","NaN"
170416,25738.220000,25738.220000
170417,25499.750000,25499.750000
170418,25376.790000,25376.790000
170419,24964.690000,24964.690000
170420,24835,24835
170421,24659.220000,24659.220000
170422,24487,24487
170423,24503.580000,24503.580000
170424,24445.370000,24445.370000
170425,24357,24357
170426,24302.220000,24302.220000
170427,24035.200000,24035.200000
170428,"NaN","NaN"
170429,"NaN","NaN"
170430,23474.450000,23474.450000
170501,23289.690000,23289.690000
170502,23054.400000,23054.400000
170503,22949,22949
170504,22686,22686
170505,"NaN","NaN"
170506,"NaN","NaN"
170507,21991,21991
170508,"NaN","NaN"
170509,"NaN","NaN"
170510,21095,21095
170511,20847,20847
170512,"NaN","NaN"
170513,"NaN","NaN"
170514,20432.870000,20432.870000
170515,20308,20308
170516,20002,20002
170517,19787,19787
170518,19714.160000,19714.160000
170519,"NaN","NaN"
170520,"NaN","NaN"
170521,19278.300000,19278.300000
170522,18505,18505
170523,"NaN","NaN"
170524,18253.480000,18253.480000
170525,17958.790000,17958.790000
170526,17800.300000,17800.300000
170527,17799.900000,17799.900000
170528,17708.640000,17708.640000
170529,17761.700000,17761.700000
170530,17755.800000,17755.800000
170531,"NaN","NaN"
170601,17571.200000,17571.200000
170602,"NaN","NaN"
170603,"NaN","NaN"
170604,"NaN","NaN"
170605,17111.740000,17111.740000
170606,17008.370000,17008.370000
170607,16944.750000,16944.750000
170608,17029.140000,17029.140000
170609,"NaN","NaN"
170610,"NaN","NaN"
170611,16965.470000,16965.470000
170612,16920.160000,16920.160000
170613,16825.660000,16825.660000
170614,16739.370000,16739.370000
170615,16679.810000,16679.810000
170616,"NaN","NaN"
170617,"NaN","NaN"
170618,16540.350000,16540.350000
170619,16596,16596
170620,16590,16590
170621,16542.460000,16542.460000
170622,16523.770000,16523.770000
170623,"NaN","NaN"
170624,"NaN","NaN"
170625,"NaN","NaN"
170626,16733,16733
170627,16800,16800
170628,16947,16947
170629,17109.300000,17109.300000
170630,"NaN","NaN"
170701,"NaN","NaN"
170702,17607,17607
170703,17786,17786
170704,17887,17887
170705,17901.090000,17901.090000
170706,18001.470000,18001.470000
170707,"NaN","NaN"
170708,"NaN","NaN"
170709,17872.360000,17872.360000
170710,17724.170000,17724.170000
170711,17699.850000,17699.850000
170712,17648.870000,17648.870000
170713,17756.140000,17756.140000
170714,"NaN","NaN"
170715,"NaN","NaN"
170716,17907.300000,17907.300000
170717,17824.870000,17824.870000
170718,17649.700000,17649.700000
170719,17592.340000,17592.340000
170720,17506.280000,17506.280000
170721,"NaN","NaN"
170722,"NaN","NaN"
170723,17456.730000,17456.730000
170724,17470.780000,17470.780000
170725,17475.610000,17475.610000
170726,17422.430000,17422.430000
170727,17299.950000,17299.950000
170728,17180.040000,17180.040000
170729,17019,17019
170730,17008.930000,17008.930000
170731,16899.360000,16899.360000
170801,16972.370000,16972.370000
170802,16796.640000,16796.640000
170803,16900.730000,16900.730000
170804,"NaN","NaN"
170805,"NaN","NaN"
170806,16705.940000,16705.940000
170807,16418.540000,16418.540000
170808,16224.080000,16224.080000
170809,15939.960000,15939.960000
170810,15657.560000,15657.560000
170811,"NaN","NaN"
170812,"NaN","NaN"
170813,15244.470000,15244.470000
170814,"NaN","NaN"
170815,14884.620000,14884.620000
170816,14769.060000,14769.060000
170817,14419.870000,14419.870000
170818,14056.070000,14056.070000
170819,13775.790000,13775.790000
170820,13577.350000,13577.350000
170821,13309,13309
170822,13080.450000,13080.450000
170823,12923.100000,12923.100000
170824,12588.260000,12588.260000
170825,"NaN","NaN"
170826,"NaN","NaN"
170827,12187.620000,12187.620000
170828,12008.830000,12008.830000
170829,12093.090000,12093.090000
170830,12021.620000,12021.620000
170831,11868.710000,11868.710000
170901,11633.500000,11633.500000
170902,11550.700000,11550.700000
170903,11854.020000,11854.020000
170904,11656.400000,11656.400000
170905,11432.930000,11432.930000
170906,11314.620000,11314.620000
170907,11101.800000,11101.800000
170908,10821.310000,10821.310000
170909,10647.870000,10647.870000
170910,10416.240000,10416.240000
170911,10216.090000,10216.090000
170912,10017.650000,10017.650000
170913,9793.930000,9793.930000
170914,9664.730000,9664.730000
170915,9584.640000,9584.640000
170916,9489.820000,9489.820000
170917,9379.500000,9379.500000
170918,9234.580000,9234.580000
170919,9073.850000,9073.850000
170920,9097.670000,9097.670000
170921,8908.420000,8908.420000
170922,"NaN","NaN"
170923,8999.550000,8999.550000
170924,8935.570000,8935.570000
170925,9039.780000,9039.780000
170926,8913.740000,8913.740000
170927,8738.500000,8738.500000
170928,8732.040000,8732.040000
170929,8510.520000,8510.520000
170930,8488.610000,8488.610000
171001,8385.170000,8385.170000
171002,8307.490000,8307.490000
171003,8172.900000,8172.900000
171004,8002.040000,8002.040000
171005,7881.240000,7881.240000
171006,7808.400000,7808.400000
171007,7734.970000,7734.970000
171008,7764.490000,7764.490000
171009,7734.210000,7734.210000
171010,7659.860000,7659.860000
171011,7496.590000,7496.590000
171012,7435.180000,7435.180000
171013,7438.100000,7438.100000
171014,7378.960000,7378.960000
171015,7378.680000,7378.680000
171016,7380.940000,7380.940000
171017,"NaN","NaN"
171018,7349.780000,7349.780000
171019,"NaN","NaN"
171020,7406.600000,7406.600000
171021,7461.420000,7461.420000
171022,7594.060000,7594.060000
171023,7705.890000,7705.890000
171024,7621.870000,7621.870000
171025,7497.610000,7497.610000
171026,7439.660000,7439.660000
171027,7478.880000,7478.880000
171028,7572.750000,7572.750000
171029,7717.290000,7717.290000
171030,7783.360000,7783.360000
171031,7866.030000,7866.030000
171101,7848.760000,7848.760000
171102,7871.580000,7871.580000
171103,7741.400000,7741.400000
171104,7795.100000,7795.100000
171105,7898.100000,7898.100000
171106,7900,7900
171107,7877.020000,7877.020000
171108,7823.100000,7823.100000
171109,7795.760000,7795.760000
171110,7886.310000,7886.310000
171111,7952.700000,7952.700000
171112,8144.800000,8144.800000
171113,8172.940000,8172.940000
171114,8255.150000,8255.150000
171115,8316.300000,8316.300000
171116,8516.380000,8516.380000
171117,8549.100000,8549.100000
171118,8652.100000,8652.100000
171119,8742.700000,8742.700000
171120,8801.300000,8801.300000
171121,8868.400000,8868.400000
171122,8955.800000,8955.800000
171123,8973.800000,8973.800000
171124,9165.700000,9165.700000
171125,9305.200000,9305.200000
171126,9506,9506
171127,9697.500000,9697.500000
171128,9842,9842
171129,"NaN","NaN"
171130,10249.380000,10249.380000
171201,10462,10462
171202,"NaN","NaN"
171203,10590.400000,10590.400000
171204,10909.970000,10909.970000
171205,"NaN","NaN"
171206,"NaN","NaN"
171207,11470.950000,11470.950000
171208,11487.550000,11487.550000
171209,11539.700000,11539.700000
171210,11696.200000,11696.200000
171211,11800.550000,11800.550000
171212,11906.430000,11906.430000
171213,12012.730000,12012.730000
171214,"NaN","NaN"
171215,12206.590000,12206.590000
171216,"NaN","NaN"
171217,"NaN","NaN"
171218,12390.850000,12390.850000
171219,12499.880000,12499.880000
171220,12608,12608
171221,12686.100000,12686.100000
171222,"NaN","NaN"
171223,"NaN","NaN"
171224,"NaN","NaN"
171225,12921.560000,12921.560000
171226,12909.020000,12909.020000
171227,"NaN","NaN"
171228,12906.980000,12906.980000
171229,13017.640000,13017.640000
171230,13140.240000,13140.240000
171231,"NaN","NaN"
180101,13174.710000,13174.710000
180102,13133.030000,13133.030000
180103,13150.800000,13150.800000
180104,13169,13169
180105,13174.320000,13174.320000
180106,13243.710000,13243.710000
180107,13367.530000,13367.530000
180108,13290.940000,13290.940000
180109,13267.650000,13267.650000
180110,13298,13298
180111,13289.390000,13289.390000
180112,13377.390000,13377.390000
180113,13315.850000,13315.850000
180114,13386.470000,13386.470000
180115,13431.460000,13431.460000
180116,13534.070000,13534.070000
180117,13510.930000,13510.930000
180118,13543.270000,13543.270000
180119,13791.240000,13791.240000
180120,13697.260000,13697.260000
180121,13877.180000,13877.180000
180122,13759.160000,13759.160000
180123,14009.110000,14009.110000
180124,13984.360000,13984.360000
180125,14058.040000,14058.040000
180126,14223.740000,14223.740000
180127,14227.640000,14227.640000
180128,14353.070000,14353.070000
180129,14315.820000,14315.820000
180130,14401.870000,14401.870000
180131,14477.900000,14477.900000
180201,14510.140000,14510.140000
180202,14558.530000,14558.530000
180203,14581.390000,14581.390000
180204,14683.750000,14683.750000
180205,14814.500000,14814.500000
180206,14876.380000,14876.380000
180207,14845.140000,14845.140000
180208,14907.720000,14907.720000
180209,14946.130000,14946.130000
180210,14994.520000,14994.520000
180211,15110.780000,15110.780000
180212,15107.180000,15107.180000
180213,15247.020000,15247.020000
180214,15306.860000,15306.860000
180215,15387.200000,15387.200000
180216,15378.560000,15378.560000
180217,15455.650000,15455.650000
180218,15453.070000,15453.070000
180219,15530.710000,15530.710000
180220,15472.630000,15472.630000
180221,15442.240000,15442.240000
180222,15442.240000,15442.240000
180223,15479.730000,15479.730000
180224,15485.440000,15485.440000
180225,15532.060000,15532.060000
180226,15548.450000,15548.450000
180227,15569.600000,15569.600000
180228,15675.480000,15675.480000
180301,15701.790000,15701.790000
180302,15520.430000,15520.430000
180303,15470.130000,15470.130000
180304,15432.790000,15432.790000
180305,15369.150000,15369.150000
180306,15325.080000,15325.080000
180307,15259.300000,15259.300000
180308,15337.800000,15337.800000
180309,15335.540000,15335.540000
180310,15339.590000,15339.590000
180311,15339.020000,15339.020000
180312,15383.370000,15383.370000
180313,15384.720000,15384.720000
180314,15458.040000,15458.040000
180315,15551.520000,15551.520000
180316,15569.880000,15569.880000
180317,15544.270000,15544.270000
180318,15674.010000,15674.010000
180319,15788.680000,15788.680000
180320,15803.620000,15803.620000
180321,15842.660000,15842.660000
180322,15912.100000,15912.100000
180323,15961.100000,15961.100000
180324,16051.200000,16051.200000
180325,16127.850000,16127.850000
180326,16150.410000,16150.410000
180327,16130.210000,16130.210000
180328,"NaN","NaN"
180329,"NaN","NaN"
180330,"NaN","NaN"
180331,16266.690000,16266.690000
180401,16104.090000,16104.090000
180402,16329.840000,16329.840000
180403,16359.540000,16359.540000
180404,16255.650000,16255.650000
180405,16196.440000,16196.440000
180406,16157.640000,16157.640000
180407,16219.560000,16219.560000
180408,16267.140000,16267.140000
180409,16260.950000,16260.950000
180410,"NaN","NaN"
180411,16413.380000,16413.380000
180412,16519.740000,16519.740000
180413,16572.840000,16572.840000
180414,16871.750000,16871.750000
180415,16738.170000,16738.170000
180416,16694.020000,16694.020000
180417,16695.790000,16695.790000
180418,16711.080000,16711.080000
180419,16585.450000,16585.450000
180420,16553.620000,16553.620000
180421,16507.240000,16507.240000
180422,16464.620000,16464.620000
180423,16243.320000,16243.320000
180424,16095.400000,16095.400000
180425,16012.810000,16012.810000
180426,16059,16059
180427,15961.180000,15961.180000
180428,15900.790000,15900.790000
180429,15893.380000,15893.380000
180430,15887.180000,15887.180000
180501,15947.650000,15947.650000
180502,15804.310000,15804.310000
180503,15895.160000,15895.160000
180504,15754.470000,15754.470000
180505,15597.590000,15597.590000
180506,15713.650000,15713.650000
180507,15650.530000,15650.530000
180508,15604.190000,15604.190000
180509,15485.890000,15485.890000
180510,15337.670000,15337.670000
180511,15151.100000,15151.100000
180512,15126.630000,15126.630000
180513,15110.040000,15110.040000
180514,15241.370000,15241.370000
180515,15234.660000,15234.660000
180516,15199.830000,15199.830000
180517,15124.760000,15124.760000
180518,15138.210000,15138.210000
180519,15140.420000,15140.420000
180520,15129.530000,15129.530000
180521,15110.240000,15110.240000
180522,15006.690000,15006.690000
180523,14946.690000,14946.690000
180524,14851.770000,14851.770000
180525,14838.900000,14838.900000
180526,14838,14838
180527,14825.470000,14825.470000
180528,14755.780000,14755.780000
180529,14780.910000,14780.910000
180530,14775.920000,14775.920000
180531,14819.220000,14819.220000
180601,14779.710000,14779.710000
180602,14825.920000,14825.920000
180603,14702.900000,14702.900000
180604,14458.420000,14458.420000
180605,14332.670000,14332.670000
180606,14408.390000,14408.390000
180607,14391.040000,14391.040000
180608,14524.580000,14524.580000
180609,14752.820000,14752.820000
180610,15027.940000,15027.940000
180611,15147.100000,15147.100000
180612,15205.510000,15205.510000
180613,15248.840000,15248.840000
180614,15236.740000,15236.740000
180615,15392.350000,15392.350000
180616,15435.770000,15435.770000
180617,15596.380000,15596.380000
180618,15704.530000,15704.530000
180619,15741.270000,15741.270000
180620,15747.870000,15747.870000
180621,15672.260000,15672.260000
180622,15530.510000,15530.510000
180623,15422.810000,15422.810000
180624,15475.010000,15475.010000
180625,15317.650000,15317.650000
180626,15300.890000,15300.890000
180627,15328.110000,15328.110000
180628,15366.890000,15366.890000
180629,15440.070000,15440.070000
180630,15430.370000,15430.370000
180701,15454,15454
180702,15428.440000,15428.440000
180703,15439.880000,15439.880000
180704,15505.770000,15505.770000
180705,15467.990000,15467.990000
180706,15371.980000,15371.980000
180707,15295.650000,15295.650000
180708,15299.320000,15299.320000
180709,15216.850000,15216.850000
180710,15182.970000,15182.970000
180711,15264.640000,15264.640000
180712,15243.690000,15243.690000
180713,15222.120000,15222.120000
180714,15276.390000,15276.390000
180715,15236.050000,15236.050000
180716,15198.060000,15198.060000
180717,15212.190000,15212.190000
180718,15187.200000,15187.200000
180719,15154.480000,15154.480000
180720,15164.500000,15164.500000
180721,15244.860000,15244.860000
180722,15310.470000,15310.470000
180723,15366.410000,15366.410000
180724,15344.600000,15344.600000
180725,15300.730000,15300.730000
180726,15354,15354
180727,15406.730000,15406.730000
180728,15594.370000,15594.370000
180729,15759.700000,15759.700000
180730,15776.950000,15776.950000
180731,16013.320000,16013.320000
180801,15948.610000,15948.610000
180802,15889.970000,15889.970000
180803,15805.540000,15805.540000
180804,15721.940000,15721.940000
180805,15674.970000,15674.970000
180806,15636.170000,15636.170000
180807,15525.740000,15525.740000
180808,15456.250000,15456.250000
180809,15268.500000,15268.500000
180810,15206.020000,15206.020000
180811,15181.090000,15181.090000
180812,15162.230000,15162.230000
180813,15179.620000,15179.620000
180814,15321.150000,15321.150000
180815,15409.740000,15409.740000
180816,15243.900000,15243.900000
180817,15195.300000,15195.300000
180818,15158,15158
180819,15153.260000,15153.260000
180820,15112.290000,15112.290000
180821,15080.540000,15080.540000
180822,15035.270000,15035.270000
180823,14968.690000,14968.690000
180824,14923.920000,14923.920000
180825,14822.370000,14822.370000
180826,14876.730000,14876.730000
180827,14896.910000,14896.910000
180828,14833.070000,14833.070000
180829,14743.050000,14743.050000
180830,14688.760000,14688.760000
